FECHA (YYMMDD);HORA (HHMM);Humedad Relativa (%);
251031;0700;78,9875;
251031;0800;69,515;
251031;0900;61,2725;
251031;1000;59,015;
251031;1100;53,9325;
251031;1200;50,665;
251031;1300;52,57;
251031;1400;49,1275;
251031;1500;48,7;
251031;1600;50,5675;
251031;1700;52,6625;
251031;1800;58,26;
251031;1900;64,7925;
251031;2000;65,235;
251031;2100;68,8726;
251031;2200;73,95;
251031;2300;79,74;
251101;0000;85,85;
251101;0100;92,7;
251101;0200;94,925;
251101;0300;98,775;
251101;0400;100;
251101;0500;100;
251101;0600;99,875;
251101;0700;88,9;
251101;0800;76,0175;
251101;0900;;
251101;1000;;
251101;1100;;
251101;1200;;
251101;1300;;
251101;1400;;
251101;1500;;
251101;1600;;
251101;1700;;
251101;1800;;
251101;1900;;
251101;2000;;
251101;2100;;
251101;2200;;
251101;2300;;
251102;0000;;
251102;0100;;
251102;0200;;
251102;0300;;
251102;0400;;
251102;0500;;
251102;0600;;
251102;0700;;
251102;0800;;
251102;0900;;
251102;1000;;
251102;1100;;
251102;1200;;
251102;1300;;
251102;1400;;
251102;1500;;
251102;1600;;
251102;1700;;
251102;1800;;
251102;1900;;
251102;2000;;
251102;2100;;
251102;2200;;
251102;2300;;
251103;0000;;
251103;0100;;
251103;0200;;
251103;0300;;
251103;0400;;
251103;0500;;
251103;0600;;
251103;0700;;
251103;0800;;
251103;0900;;
251103;1000;;
251103;1100;;
251103;1200;;
251103;1300;;
251103;1400;;
251103;1500;;
251103;1600;69,4301;
251103;1700;72,9725;
251103;1800;74,8225;
251103;1900;79,46;
251103;2000;80,6226;
251103;2100;84,65;
251103;2200;88,325;
251103;2300;87,4;
251104;0000;84,35;
251104;0100;85,025;
251104;0200;84,35;
251104;0300;86,6;
251104;0400;90,475;
251104;0500;90,45;
251104;0600;89,175;
251104;0700;86,55;
251104;0800;79,36;
251104;0900;70,8151;
251104;1000;64,3101;
251104;1100;51,6975;
251104;1200;61,0325;
251104;1300;58,105;
251104;1400;51,5225;
251104;1500;53,0275;
251104;1600;61,295;
251104;1700;60,2325;
251104;1800;65,925;
251104;1900;71,3625;
251104;2000;75,245;
251104;2100;79,72;
251104;2200;84,4;
251104;2300;88,675;
251105;0000;93,65;
251105;0100;99,875;
251105;0200;100;
251105;0300;100;
251105;0400;100;
251105;0500;100;
251105;0600;100;
251105;0700;98,1;
251105;0800;71,2175;
251105;0900;51,09;
251105;1000;54,7375;
251105;1100;47,5275;
251105;1200;44,09;
251105;1300;41,17;
251105;1400;36,575;
251105;1500;39,3075;
251105;1600;47,7225;
251105;1700;55,4375;
251105;1800;55,98;
251105;1900;67,96;
251105;2000;76,1226;
251105;2100;77,7426;
251105;2200;78,48;
251105;2300;81,0975;
251106;0000;85,675;
251106;0100;90,35;
251106;0200;91,475;
251106;0300;91,775;
251106;0400;90,1;
251106;0500;89,7;
251106;0600;88,425;
251106;0700;84,525;
251106;0800;79,005;
251106;0900;76,2426;
251106;1000;69,635;
251106;1100;68,2325;
251106;1200;62,62;
251106;1300;58,3375;
251106;1400;56,095;
251106;1500;64,6425;
251106;1600;69,77;
251106;1700;73,9725;
251106;1800;73,7526;
251106;1900;75,405;
251106;2000;78,1075;
251106;2100;82,95;
251106;2200;81,425;
251106;2300;81,375;
251107;0000;82,575;
251107;0100;85;
251107;0200;86,65;
251107;0300;85,75;
251107;0400;84,45;
251107;0500;81,925;
251107;0600;79,285;
251107;0700;74,3776;
251107;0800;60,1675;
251107;0900;55,6675;
251107;1000;55,795;
251107;1100;51,2425;
251107;1200;49,07;
251107;1300;48,2;
251107;1400;47,7175;
251107;1500;49,61;
251107;1600;53,84;
251107;1700;47,4825;
251107;1800;54,1875;
251107;1900;61,4325;
251107;2000;68,2075;
251107;2100;69,72;
251107;2200;74,3525;
251107;2300;78,4976;
251108;0000;83,975;
251108;0100;87,95;
251108;0200;90,95;
251108;0300;92,85;
251108;0400;93,75;
251108;0500;95,65;
251108;0600;96,175;
251108;0700;78,6375;
251108;0800;72,0725;
251108;0900;64,035;
251108;1000;54,6675;
251108;1100;48,9725;
251108;1200;47,06;
251108;1300;43,6525;
251108;1400;39,835;
251108;1500;40,2925;
251108;1600;45,84;
251108;1700;49,5775;
251108;1800;56,0325;
251108;1900;66,7975;
251108;2000;65,0325;
251108;2100;71,7775;
251108;2200;76,965;
251108;2300;80,9225;
251109;0000;85,6;
251109;0100;86,725;
251109;0200;87,6;
251109;0300;89,575;
251109;0400;90,95;
251109;0500;92,9;
251109;0600;90,6333;
251109;0700;;
251109;0800;;
251109;0900;;
251109;1000;;
251109;1100;;
251109;1200;;
251109;1300;;
251109;1400;;
251109;1500;;
251109;1600;;
251109;1700;;
251109;1800;;
251109;1900;;
251109;2000;;
251109;2100;;
251109;2200;;
251109;2300;;
251110;0000;;
251110;0100;;
251110;0200;;
251110;0300;;
251110;0400;;
251110;0500;;
251110;0600;;
251110;0700;;
251110;0800;;
251110;0900;;
251110;1000;;
251110;1100;;
251110;1200;50,9925;
251110;1300;52,1575;
251110;1400;54,2175;
251110;1500;55,835;
251110;1600;57,095;
251110;1700;60,945;
251110;1800;65,885;
251110;1900;73,615;
251110;2000;79,2;
251110;2100;79,645;
251110;2200;78;
251110;2300;80,775;
251111;0000;81,85;
251111;0100;82,45;
251111;0200;85,1;
251111;0300;84,725;
251111;0400;85,45;
251111;0500;83,775;
251111;0600;87,65;
251111;0700;94,375;
251111;0800;87,475;
251111;0900;77,5026;
251111;1000;64,8151;
251111;1100;62,4625;
251111;1200;54,9875;
251111;1300;52,195;
251111;1400;53,6075;
251111;1500;53,875;
251111;1600;56,79;
251111;1700;58,12;
251111;1800;56,845;
251111;1900;65,9225;
251111;2000;70,89;
251111;2100;74,3125;
251111;2200;72,1851;
251111;2300;78,8051;
251112;0000;87,9;
251112;0100;89,2;
251112;0200;91,6;
251112;0300;94,45;
251112;0400;97,9;
251112;0500;100;
251112;0600;98,775;
251112;0700;81,0875;
251112;0800;59,2525;
251112;0900;48,61;
251112;1000;37,395;
251112;1100;31,8725;
251112;1200;27,49;
251112;1300;35,0475;
251112;1400;39,0675;
251112;1500;41,0525;
251112;1600;43,2625;
251112;1700;46,285;
251112;1800;47,825;
251112;1900;59,4975;
251112;2000;67,13;
251112;2100;68,17;
251112;2200;72,36;
251112;2300;77,3151;
251113;0000;79,5775;
251113;0100;85,3;
251113;0200;91,4;
251113;0300;90,05;
251113;0400;93,95;
251113;0500;97,025;
251113;0600;96,375;
251113;0700;80,975;
251113;0800;58,875;
251113;0900;43,8525;
251113;1000;32,5125;
251113;1100;34,11;
251113;1200;32,7925;
251113;1300;35,9025;
251113;1400;38,9275;
251113;1500;39,135;
251113;1600;38,3075;
251113;1700;36,5625;
251113;1800;39,25;
251113;1900;48,01;
251113;2000;53,875;
251113;2100;59,0275;
251113;2200;69,505;
251113;2300;77,405;
251114;0000;81,975;
251114;0100;87,125;
251114;0200;89,475;
251114;0300;90,95;
251114;0400;93,175;
251114;0500;99,55;
251114;0600;96,225;
251114;0700;84,75;
251114;0800;74,7625;
251114;0900;56,51;
251114;1000;47,8525;
251114;1100;42,9075;
251114;1200;39,325;
251114;1300;39,3825;
251114;1400;40,35;
251114;1500;40,5325;
251114;1600;40,495;
251114;1700;41,205;
251114;1800;44,215;
251114;1900;57,6525;
251114;2000;65,2625;
251114;2100;73,2075;
251114;2200;80,0875;
251114;2300;79,5775;
251115;0000;84,05;
251115;0100;86,325;
251115;0200;88,175;
251115;0300;89,575;
251115;0400;90,125;
251115;0500;93,1;
251115;0600;92,9;
251115;0700;75,0125;
251115;0800;67,6801;
251115;0900;62,7825;
251115;1000;57,5225;
251115;1100;51,6325;
251115;1200;48,9225;
251115;1300;55,185;
251115;1400;52,185;
251115;1500;50,4925;
251115;1600;53,8675;
251115;1700;59,52;
251115;1800;67,52;
251115;1900;79,0825;
251115;2000;85,85;
251115;2100;83,5601;
251115;2200;79,485;
251115;2300;79,98;
251116;0000;;
251116;0100;;
251116;0200;71,035;
251116;0300;67,5375;
251116;0400;73,4325;
251116;0500;79,2;
251116;0600;75,9075;
251116;0700;58,4975;
251116;0800;49,88;
251116;0900;43,985;
251116;1000;38,685;
251116;1100;34,47;
251116;1200;32,0275;
251116;1300;32,7675;
251116;1400;35,865;
251116;1500;36,1775;
251116;1600;38,5275;
251116;1700;39,9975;
251116;1800;39,225;
251116;1900;48,0875;
251116;2000;53,8175;
251116;2100;57,605;
251116;2200;64,0125;
251116;2300;70,895;
251117;0000;75,33;
251117;0100;81,1801;
251117;0200;89,5;
251117;0300;90,5;
251117;0400;91,025;
251117;0500;90,475;
251117;0600;86,125;
251117;0700;62,1825;
251117;0800;58,0225;
251117;0900;50,9375;
251117;1000;35,74;
251117;1100;24,8725;
251117;1200;23,7825;
251117;1300;28,195;
251117;1400;31,4275;
251117;1500;39,77;
251117;1600;46,045;
251117;1700;46,665;
251117;1800;50,325;
251117;1900;59,4225;
251117;2000;67,975;
251117;2100;70,1825;
251117;2200;72,3;
251117;2300;75,6276;
251118;0000;81,95;
251118;0100;82,35;
251118;0200;83,55;
251118;0300;86,8;
251118;0400;89,775;
251118;0500;87,775;
251118;0600;80,8425;
251118;0700;68,4125;
251118;0800;57,785;
251118;0900;;
251118;1000;;
251118;1100;;
251118;1200;31,8175;
251118;1300;34,4875;
251118;1400;35,4175;
251118;1500;36,1075;
251118;1600;36,905;
251118;1700;38,48;
251118;1800;41,5;
251118;1900;46,92;
251118;2000;50,865;
251118;2100;56,895;
251118;2200;61,4175;
251118;2300;68,625;
251119;0000;76,17;
251119;0100;84,425;
251119;0200;87,625;
251119;0300;73,1176;
251119;0400;72,1425;
251119;0500;74,7225;
251119;0600;73,2426;
251119;0700;61,415;
251119;0800;55,9675;
251119;0900;49,3975;
251119;1000;47,775;
251119;1100;36,57;
251119;1200;34,5675;
251119;1300;40,7;
251119;1400;42,195;
251119;1500;42,9325;
251119;1600;48,6675;
251119;1700;46,8025;
251119;1800;48,4875;
251119;1900;54,795;
251119;2000;60,8825;
251119;2100;73,3824;
251119;2200;74,88;
251119;2300;83,2975;
251120;0000;83,6;
251120;0100;83,8;
251120;0200;81,525;
251120;0300;81,75;
251120;0400;79,675;
251120;0500;87,575;
251120;0600;81,4125;
251120;0700;71,6;
251120;0800;65,4775;
251120;0900;56,5975;
251120;1000;52,74;
251120;1100;43,6675;
251120;1200;42,0425;
251120;1300;43,355;
251120;1400;40,4925;
251120;1500;40,735;
251120;1600;41,1325;
251120;1700;40,7475;
251120;1800;43,2525;
251120;1900;50,585;
251120;2000;57,24;
251120;2100;69,9;
251120;2200;70,5475;
251120;2300;49,46;
251121;0000;51,1375;
251121;0100;57,4475;
251121;0200;60,4975;
251121;0300;75,9525;
251121;0400;89,5;
251121;0500;82,155;
251121;0600;70,375;
251121;0700;63,6075;
251121;0800;52,06;
251121;0900;43,125;
251121;1000;33,4625;
251121;1100;26,24;
251121;1200;;
251121;1300;23,39;
251121;1400;23,7175;
251121;1500;26,8125;
251121;1600;33,6175;
251121;1700;33,5675;
251121;1800;39,415;
251121;1900;48,11;
251121;2000;56,0075;
251121;2100;69,66;
251121;2200;76,755;
251121;2300;80,6825;
251122;0000;81,0875;
251122;0100;85,75;
251122;0200;89,9;
251122;0300;92,45;
251122;0400;95,05;
251122;0500;99,175;
251122;0600;89,075;
251122;0700;72,27;
251122;0800;55,0175;
251122;0900;45,2425;
251122;1000;37,465;
251122;1100;33,0925;
251122;1200;36,465;
251122;1300;35,405;
251122;1400;32,4475;
251122;1500;28,63;
251122;1600;36,6525;
251122;1700;42,065;
251122;1800;49,1525;
251122;1900;57,0925;
251122;2000;62,38;
251122;2100;70,4425;
251122;2200;77,5;
251122;2300;81,7625;
251123;0000;85,7;
251123;0100;88,95;
251123;0200;90,875;
251123;0300;91,9;
251123;0400;98,575;
251123;0500;100;
251123;0600;100;
251123;0700;94,65;
251123;0800;83,825;
251123;0900;74,0775;
251123;1000;65,4575;
251123;1100;57,7275;
251123;1200;54,0475;
251123;1300;50,5975;
251123;1400;53,2725;
251123;1500;57,1275;
251123;1600;62,375;
251123;1700;69,78;
251123;1800;77,83;
251123;1900;86,5;
251123;2000;90,425;
251123;2100;88,675;
251123;2200;88,4;
251123;2300;88,35;
251124;0000;89,525;
251124;0100;91,475;
251124;0200;91,625;
251124;0300;92,325;
251124;0400;93,025;
251124;0500;93,975;
251124;0600;95,225;
251124;0700;92,075;
251124;0800;84,75;
251124;0900;76,3275;
251124;1000;72,8425;
251124;1100;68,8175;
251124;1200;66,0975;
251124;1300;66,33;
251124;1400;63,91;
251124;1500;63,0925;
251124;1600;69,6525;
251124;1700;74,7426;
251124;1800;78,83;
251124;1900;86,825;
251124;2000;89,3;
251124;2100;89,9;
251124;2200;90,2;
251124;2300;89,8;
251125;0000;88,875;
251125;0100;88,8;
251125;0200;89,975;
251125;0300;91,6;
251125;0400;91,25;
251125;0500;90,8;
251125;0600;90,45;
251125;0700;90,1;
251125;0800;88,775;
251125;0900;83,425;
251125;1000;79,165;
251125;1100;79,12;
251125;1200;80,1625;
251125;1300;77,1425;
251125;1400;75,33;
251125;1500;76,1125;
251125;1600;76,0825;
251125;1700;78,28;
251125;1800;80,2;
251125;1900;80,775;
251125;2000;81,825;
251125;2100;82,575;
251125;2200;82,95;
251125;2300;83,25;
251126;0000;83,625;
251126;0100;84,775;
251126;0200;86,35;
251126;0300;86,5;
251126;0400;86,925;
251126;0500;87,375;
251126;0600;87,725;
251126;0700;88,2;
251126;0800;86,825;
251126;0900;83,875;
251126;1000;81,425;
251126;1100;78,5175;
251126;1200;75,3676;
251126;1300;65,8375;
251126;1400;68,96;
251126;1500;73,8225;
251126;1600;79,255;
251126;1700;81,65;
251126;1800;79,22;
251126;1900;82,3;
251126;2000;87,55;
251126;2100;88,1;
251126;2200;84,35;
251126;2300;86,125;
251127;0000;85,825;
251127;0100;85,125;
251127;0200;87,125;
251127;0300;88,225;
251127;0400;90,3;
251127;0500;90,075;
251127;0600;87,725;
251127;0700;82,48;
251127;0800;72,7225;
251127;0900;62,3375;
251127;1000;45,815;
251127;1100;50,0925;
251127;1200;48,2425;
251127;1300;46,9975;
251127;1400;51,615;
251127;1500;51,3;
251127;1600;48,69;
251127;1700;49,1875;
251127;1800;53,94;
251127;1900;64,5575;
251127;2000;76,1725;
251127;2100;80,325;
251127;2200;84,15;
251127;2300;88,95;
251128;0000;88,675;
251128;0100;86,8;
251128;0200;88,775;
251128;0300;89,725;
251128;0400;92,025;
251128;0500;94,4;
251128;0600;98,975;
251128;0700;81,1226;
251128;0800;63,4775;
251128;0900;48,6025;
251128;1000;44,185;
251128;1100;46,305;
251128;1200;46,85;
251128;1300;49,205;
251128;1400;47,9525;
251128;1500;44,7325;
251128;1600;46,9825;
251128;1700;50,39;
251128;1800;70,4301;
251128;1900;75,975;
251128;2000;82,735;
251128;2100;84,8;
251128;2200;86,4;
251128;2300;85,05;
251129;0000;84,275;
251129;0100;85,025;
251129;0200;87,15;
251129;0300;87,45;
251129;0400;86,35;
251129;0500;86,25;
251129;0600;83,2175;
251129;0700;71,6775;
251129;0800;63,34;
251129;0900;60,7175;
251129;1000;59,435;
251129;1100;55,87;
251129;1200;54,9475;
251129;1300;48,42;
251129;1400;54,5175;
251129;1500;61,35;
251129;1600;66,8875;
251129;1700;72,8199;
251129;1800;78,895;
251129;1900;82,4;
251129;2000;83,75;
251129;2100;80,6775;
251129;2200;85,925;
251129;2300;84,325;
251130;0000;84,525;
251130;0100;88,15;
251130;0200;88,9;
251130;0300;87,575;
251130;0400;87,075;
251130;0500;88,825;
251130;0600;88,975;
251130;0700;88,275;
251130;0800;70,21;
251130;0900;57,2;
251130;1000;54,4025;
251130;1100;51,725;
251130;1200;55,75;
251130;1300;55,9275;
251130;1400;54,165;
251130;1500;54,925;
251130;1600;58,785;
251130;1700;63,61;
251130;1800;71,11;
251130;1900;74,1075;
251130;2000;77,105;
251130;2100;82,04;
251130;2200;89,5;
251130;2300;92,575;
251201;0000;96,575;
251201;0100;96,275;
251201;0200;96,325;
251201;0300;98,425;
251201;0400;100;
251201;0500;100;
251201;0600;100;
251201;0700;100;
251201;0800;80,6375;
251201;0900;64,1975;
251201;1000;60,0125;
251201;1100;53,2075;
251201;1200;51,5575;
251201;1300;54,875;
251201;1400;55,8325;
251201;1500;62,285;
251201;1600;68,035;
251201;1700;65,0026;
251201;1800;70,0625;
251201;1900;70,4225;
251201;2000;74,655;
251201;2100;74,6575;
251201;2200;76,955;
251201;2300;78,5551;
251202;0000;81,15;
251202;0100;80,125;
251202;0200;78,3;
251202;0300;77,9675;
251202;0400;82,33;
251202;0500;83,7;
251202;0600;78,8726;
251202;0700;63,185;
251202;0800;56,4275;
251202;0900;54,7475;
251202;1000;49,9225;
251202;1100;49,535;
251202;1200;43,32;
251202;1300;46,4825;
251202;1400;52,2425;
251202;1500;56,15;
251202;1600;59,82;
251202;1700;59,285;
251202;1800;62,5375;
251202;1900;65,95;
251202;2000;73,4575;
251202;2100;76,8025;
251202;2200;82,225;
251202;2300;85,75;
251203;0000;88,45;
251203;0100;90,825;
251203;0200;92,825;
251203;0300;99,075;
251203;0400;100;
251203;0500;100;
251203;0600;100;
251203;0700;97,975;
251203;0800;77,3025;
251203;0900;60,1325;
251203;1000;49,46;
251203;1100;44,735;
251203;1200;43,2275;
251203;1300;43,17;
251203;1400;46,22;
251203;1500;46,9575;
251203;1600;44,485;
251203;1700;40,4225;
251203;1800;46,6125;
251203;1900;56,605;
251203;2000;61,8925;
251203;2100;64,4075;
251203;2200;70,9351;
251203;2300;74,4625;
251204;0000;75,4401;
251204;0100;76,545;
251204;0200;84,15;
251204;0300;80,0325;
251204;0400;80,21;
251204;0500;85,475;
251204;0600;78,0074;
251204;0700;67,4175;
251204;0800;55,06;
251204;0900;49,6225;
251204;1000;40,725;
251204;1100;38,4925;
251204;1200;39,9325;
251204;1300;44,4325;
251204;1400;44,4725;
251204;1500;45,9975;
251204;1600;47,62;
251204;1700;46,835;
251204;1800;48,815;
251204;1900;62,9225;
251204;2000;71,2;
251204;2100;71,8525;
251204;2200;70,0125;
251204;2300;73,6;
251205;0000;78,8475;
251205;0100;73,7675;
251205;0200;71,0225;
251205;0300;69,6875;
251205;0400;76,39;
251205;0500;82,425;
251205;0600;76,9075;
251205;0700;67,5975;
251205;0800;53,8775;
251205;0900;41,885;
251205;1000;32,675;
251205;1100;23,3275;
251205;1200;23,485;
251205;1300;26,5725;
251205;1400;29,82;
251205;1500;32,94;
251205;1600;33,0275;
251205;1700;32,2975;
251205;1800;35,3575;
251205;1900;44,3;
251205;2000;49,95;
251205;2100;56,5075;
251205;2200;57,6125;
251205;2300;55,105;
251206;0000;63,6825;
251206;0100;76,7175;
251206;0200;78,7025;
251206;0300;78,4825;
251206;0400;79,3676;
251206;0500;83,9225;
251206;0600;81,8925;
251206;0700;62,4475;
251206;0800;46,72;
251206;0900;44,7525;
251206;1000;39,19;
251206;1100;32,0275;
251206;1200;28,01;
251206;1300;36,1675;
251206;1400;35,4675;
251206;1500;34,8725;
251206;1600;39,515;
251206;1700;47,0325;
251206;1800;59,675;
251206;1900;77,36;
251206;2000;83,6;
251206;2100;84,1;
251206;2200;84,225;
251206;2300;84,225;
251207;0000;83,975;
251207;0100;84,925;
251207;0200;88,825;
251207;0300;91,825;
251207;0400;95,75;
251207;0500;100;
251207;0600;93,775;
251207;0700;82,095;
251207;0800;72,5325;
251207;0900;60,1125;
251207;1000;56,9675;
251207;1100;57,3825;
251207;1200;61,8075;
251207;1300;70,1;
251207;1400;67,8975;
251207;1500;63,0475;
251207;1600;66,14;
251207;1700;59,6725;
251207;1800;58,9475;
251207;1900;64,6925;
251207;2000;74,2775;
251207;2100;82,8225;
251207;2200;84,9;
251207;2300;89,225;
251208;0000;89,975;
251208;0100;91,45;
251208;0200;95,45;
251208;0300;94,125;
251208;0400;92,975;
251208;0500;93,325;
251208;0600;91,825;
251208;0700;81,0975;
251208;0800;77,025;
251208;0900;72,9825;
251208;1000;70,4401;
251208;1100;65,0875;
251208;1200;59,1625;
251208;1300;54,5475;
251208;1400;62,365;
251208;1500;74,03;
251208;1600;80,2875;
251208;1700;84,075;
251208;1800;83,925;
251208;1900;85,6;
251208;2000;87,175;
251208;2100;87,75;
251208;2200;88,6;
251208;2300;89,35;
251209;0000;89,1;
251209;0100;89,725;
251209;0200;91,425;
251209;0300;99,6;
251209;0400;100;
251209;0500;;
251209;0600;;
251209;0700;;
251209;0800;;
251209;0900;;
251209;1000;;
251209;1100;;
251209;1200;;
251209;1300;;
251209;1400;65,9133;
251209;1500;70,615;
251209;1600;72,735;
251209;1700;73,54;
251209;1800;71,6375;
251209;1900;75;
251209;2000;84,15;
251209;2100;87,25;
251209;2200;88,9;
251209;2300;91,25;
251210;0000;91,6;
251210;0100;95,3;
251210;0200;100;
251210;0300;96,85;
251210;0400;91,6;
251210;0500;90,675;
251210;0600;89,675;
251210;0700;87,25;
251210;0800;85,025;
251210;0900;82,375;
251210;1000;81,475;
251210;1100;80,1375;
251210;1200;77,545;
251210;1300;74,5651;
251210;1400;68,87;
251210;1500;71,5275;
251210;1600;67,8075;
251210;1700;71,8125;
251210;1800;78,26;
251210;1900;81,8;
251210;2000;87,075;
251210;2100;88,1;
251210;2200;88,225;
251210;2300;88,95;
251211;0000;89;
251211;0100;90,55;
251211;0200;91,925;
251211;0300;93,675;
251211;0400;97,4;
251211;0500;95,575;
251211;0600;91,525;
251211;0700;80,6176;
251211;0800;71,1851;
251211;0900;63,06;
251211;1000;55,555;
251211;1100;53,4675;
251211;1200;48,9625;
251211;1300;45,72;
251211;1400;45,4425;
251211;1500;48,025;
251211;1600;48,405;
251211;1700;48,3;
251211;1800;54,43;
251211;1900;60,4675;
251211;2000;;
251211;2100;;
251211;2200;;
251211;2300;;
